total_cup_points,species,owner,country_of_origin,farm_name,mill,company,bag_weight_raw,bag_weight_unit,number_of_bags,region,producer,processing_method2,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
82.33,Arabica,rodrigo soto,Costa Rica,rio jorco,rio jorco,panamerican coffee trading,69,kg,130,tarrazu,Johanna,Washed / Wet,Specialty Coffee Association of Costa Rica,2015,"May 17th, 2016",Rodrigo Soto,Catuai,Wet,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,0,0,2,Green,0,"May 17th, 2017",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1550,1550,1550
82.33,Arabica,yunnan coffee exchange,China,yun lan coffee co. ltd,yun lan coffee co. ltd mill,yunnan coffee exchange,60,kg,3,xishuangbanna prefecture,Yun Lan Coffee Co. Ltd,Pulped natural / honey,Yunnan Coffee Exchange,2015,"April 5th, 2016",Yunnan Coffee Exchange,Catimor,Other,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,0.12,0,6,Green,2,"April 5th, 2017",Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1580,1580,1580
82.33,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,ipanema coffees,2,kg,12,south of minas,Ipanema Agrícola SA,Natural / Dry,Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Bourbon,Dry,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,0.07,0,0,Green,0,"October 7th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1268,1268,1268
82.33,Arabica,bourbon specialty coffees,Brazil,NA,NA,bourbon specialty coffees,60,kg,300,chapadão de ferro (cerrado mineiro),NA,Natural / Dry,Brazil Specialty Coffee Association,2015,"April 20th, 2015",BOURBON SPECIALTY COFFEES,Mundo Novo,Dry,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,0.11,0,0,Green,10,"April 19th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,NA,NA,NA
82.33,Arabica,juan luis alvarado romero,Guatemala,finca loma linda y anexo,beneficio exportacafe agua santa,exportcafe,69,kg,275,huehuetenango,AMANCIO DEL VALLE CARRILLO,Washed / Wet,Asociacion Nacional Del Café,2015,"March 10th, 2015",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,0.1,0,0,Green,6,"March 9th, 2016",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1676.4,1676.4,1676.4
82.33,Arabica,afca,Malawi,utchisi mountain,mzuzu coffee coop union,mzuzu coffee planters coop union,60,kg,10,mzuzu,Mzuzu Coffee Planters Coop Union,Washed / Wet,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Wet,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,0.12,0,0,Green,0,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1450,1450,1450
82.33,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,ipanema coffees,2,kg,10,south of minas,Ipanema Agrícola SA,Natural / Dry,Specialty Coffee Association,2014/2015,"October 15th, 2014",Ipanema Coffees,Bourbon,Dry,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,0.11,0,0,Blue-Green,0,"October 15th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1100,1100,1100
82.33,Arabica,juan luis alvarado romero,Guatemala,el morito,el morito,"armajaro guatemala, s. a.",69,kg,250,jalapa,ROBERTO MONTERROSO,Washed / Wet,Asociacion Nacional Del Café,2014,"June 10th, 2014",Juan Luis Alvarado Romero,Pacas,Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,0.12,0,0,Green,3,"June 10th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1524,1524,1524
82.33,Arabica,dane loraas,Mexico,NA,NA,sustainable harvest,5,lbs,320,veracruz,Huatusco,Washed / Wet,Specialty Coffee Association,2014,"April 2nd, 2014",Dane Loraas,NA,Wet,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,0.11,0,0,Green,0,"April 2nd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
82.33,Arabica,the coffee source inc.,Colombia,several,antioquia,the coffee source inc.,3,kg,250,antioquia,SEVERAL,Washed / Wet,Specialty Coffee Association of Costa Rica,2013,"January 21st, 2014",The Coffee Source Inc.,Caturra,Wet,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,0.1,0,0,Green,2,"January 21st, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1300,1300,1300
82.33,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo cun nong yuan 國村農園,guo cun nong yuan 國村農園,blossom valley宸嶧國際,20,kg,10,changhua baguashan 彰化市八卦山,Zhang shui sheng 張水勝,Semi-washed / Semi-pulped,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,200,200,200
82.33,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,yu jin gui 玉金櫃咖啡,yu jin gui 玉金櫃咖啡,blossom valley宸嶧國際,30,kg,10,taichung xinshe 台中市新社區,Lin yu ding 林玉定,Washed / Wet,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,600,600,600
82.33,Arabica,juan luis alvarado romero,Guatemala,el morito,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,ROBERTO MONTERROSO,Washed / Wet,Asociacion Nacional Del Café,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,0.12,2,0,Green,1,"July 16th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
82.33,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,huila,NA,Washed / Wet,Almacafé,2013,"June 21st, 2013",Exportadora de Cafe Condor S.A,Caturra,Wet,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,0,0,0,Green,1,"June 21st, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750,1750,1750
82.33,Arabica,alfredo bojalil,Mexico,santa teresa,amsa tuxtla,ecomtrading,1,kg,250,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,Washed / Wet,AMECAFE,2013,"March 15th, 2013",ALFREDO BOJALIL,Typica,Wet,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,0.12,0,0,Green,3,"March 15th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300,1300,1300
82.33,Arabica,michael gavina,Costa Rica,NA,NA,"f. gaviña & sons, inc.",1,kg,275,central valley,NA,Washed / Wet,Specialty Coffee Association,2012,"October 9th, 2012",Michael Gavina,NA,Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,0,0,0,Green,14,"October 9th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
82.33,Arabica,juan luis alvarado romero,Guatemala,finca el morito,beneficio el morito,finca el morito,69,kg,275,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",Washed / Wet,Asociacion Nacional Del Café,2012,"October 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,0.11,0,0,Green,3,"October 5th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1676.4,1828.8,1752.6
82.33,Arabica,saul m. hernandez ramirez,Mexico,tepemalacax,en tlalnepantla,NA,1,kg,10,"jaltocan, hidalgo","SALAZAR HERNANDEZ, ROBERTO",Natural / Dry,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Dry,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,0.15,1,0,None,8,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,441,441,441
82.33,Arabica,manuel herrera juarez,Mexico,finca los barreales 1112lbga7250412,finca los barreales,finca los barreales,1,kg,10,veracruz,MANUEL HERRERA JUAREZ,Washed / Wet,AMECAFE,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Bourbon,Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,0.13,0,0,Green,9,"August 31st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1170,1170,1170
82.33,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,AGROPECUARIA QUIAGRAL,Washed / Wet,Asociacion Nacional Del Café,2012,"May 23rd, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,0.1,2,0,Green,5,"May 23rd, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
82.33,Arabica,nucoffee,Brazil,sitío santa luzia,NA,nucoffee,60,kg,16,grama valley,José Malagutti,Natural / Dry,NUCOFFEE,2012,"April 11th, 2012",NUCOFFEE,Mundo Novo,Dry,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,0.12,0,0,Green,2,"April 11th, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1100,1100,1100
82.33,Arabica,maria luisa del carmen rojas narvaez,Mexico,cafetal santa maria,cafetal santa maria,eczcafe fino s.a. de c.v.,1,kg,10,santa catarina juquila,MARIA LUISA DELCARMEN ROJAS NARVAEZ,Washed / Wet,AMECAFE,2012,"March 5th, 2012",MARIA LUISA DEL CARMEN ROJAS NARVAEZ,Typica,Wet,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,0.11,0,0,Green,0,"March 5th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200,1400,1300
82.33,Arabica,nucoffee,Brazil,café citrus,NA,nucoffee,60,kg,44,south of minas,José Alberto dos Santos,Washed / Wet,NUCOFFEE,2012,"February 17th, 2012",NUCOFFEE,Mundo Novo,Wet,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,0.11,0,0,Green,2,"February 16th, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,950,950,950
82.33,Arabica,carcafe ltda ci,Colombia,NA,NA,carcafe ltda,70,kg,250,huila,JAIME PULIDO / ERMILSON RAMOS,Natural / Dry,Almacafé,2012,"January 31st, 2012",CARCAFE LTDA CI,Caturra,Dry,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,0,0,0,Green,0,"January 30th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442,442,442
82.25,Arabica,klem organics,Brazil,fazendas klem ltda,dry mill,klem organics coffee,5,kg,1062,brazil matas de minas,NAGIPE VIANA KLEM,Washed / Wet,Specialty Coffee Association,NA,"November 15th, 2017",KlemOrganics,Catuai,Wet,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,0.09,2,6,Green,10,"November 15th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1100,1100,1100
82.25,Arabica,juan luis alvarado romero,Guatemala,linda vista,beneficio humedo,mercon guatemala s.a.,69,kg,275,nuevo oriente,PABLO CHUY,Washed / Wet,Asociacion Nacional Del Café,2016,"August 31st, 2016",Juan Luis Alvarado Romero,Pacas,Wet,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,0.11,0,2,Green,2,"August 31st, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1450,1450,1450
82.25,Arabica,ipanema coffees,Brazil,rio verde,ipanema comercial e exportadora sa,ipanema coffees,2,kg,180,south of minas,Ipanema Agrícola SA,Natural / Dry,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Dry,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,0,0,0,Green,9,"October 7th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1,1,1
82.25,Arabica,consejo salvadoreño del café,El Salvador,zapato de mico,tuxpal,consejo salvadoreño del café,1,kg,275,apaneca,"Tropical Farm Management El Salvador, S.A. de C.V.",Washed / Wet,Salvadoran Coffee Council,2014,"July 8th, 2015",Consejo Salvadoreño del Café,Bourbon,Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,0.12,0,0,Green,0,"July 7th, 2016",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1500,1500,1500
82.25,Arabica,cadexsa,Honduras,bethel,cadexsa,cadexsa,1,kg,275,marcala,Omar Acosta,Washed / Wet,Instituto Hondureño del Café,2015,"April 15th, 2015",CADEXSA,Catuai,Wet,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,0.11,0,0,Green,2,"April 14th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
82.25,Arabica,afca,Malawi,kachere,mzuzu coffee coop union,mzuzu coffee planters coop union,60,kg,10,mzuzu,Mzuzu Coffee Coop Union,Washed / Wet,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Wet,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,0.13,0,0,Blue-Green,0,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1180,1180,1180
82.25,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,ipanema coffees,2,kg,320,south of minas,Ipanema Agrícola SA,Natural / Dry,Specialty Coffee Association,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Dry,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,0.11,0,0,Green,0,"October 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1100,1100,1100
82.25,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo xing ka fei wang 國姓咖啡王咖啡莊園,guo xin ka fei 國昕咖啡,blossom valley宸嶧國際,60,kg,35,nantou,Lin yu tang 林玉堂,Washed / Wet,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,650,650,650
82.25,Arabica,jesus carlos cardenas valdivia,Mexico,finca huehuetecpan,"cosautlan de carvajal, veracruz, méxico",NA,1,kg,150,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,Washed / Wet,AMECAFE,2013,"July 19th, 2013",JESUS CARLOS CARDENAS VALDIVIA,Mundo Novo,Wet,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,0.12,0,0,Blue-Green,4,"July 19th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1338,1338,1338
82.25,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,6,kona,NA,Natural / Dry,Specialty Coffee Association,2013,"May 3rd, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Dry,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,0,0,0,Bluish-Green,1,"May 3rd, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
82.25,Arabica,saul m. hernandez ramirez,Mexico,omicuatla,comitla,NA,1,kg,10,"calnali, hidalgo",FELIX DE LA CRUZ CASIMIRO,Washed / Wet,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Bourbon,Wet,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,0.16,3,0,None,8,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,533,533,533
82.25,Arabica,juan luis alvarado romero,Guatemala,finca medina,finca medina,"siembras vision, s.a. / ing. jorge bolaños",69,kg,275,antigua,"SIEMBRAS VISION, S.A.",Washed / Wet,Asociacion Nacional Del Café,2012,"September 19th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,0.11,0,0,Green,2,"September 19th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1390.8024,1390.8024,1390.8024
82.25,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbgr7230412,finca los barreales,finca los barreales,1,kg,10,veracruz,MANUEL HERRERA JUAREZ,Washed / Wet,AMECAFE,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Bourbon,Wet,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,0.13,0,0,Green,3,"August 31st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1170,1170,1170
82.25,Arabica,guillermo rojas saldana,Mexico,jamaica,"finca jamaica, san gabriel mixtepec, juquila, oaxaca",NA,1,kg,40,juquila,GUILLERMO ROJAS SALDAÑA,Washed / Wet,AMECAFE,2012,"August 30th, 2012",GUILLERMO ROJAS SALDANA,Typica,Wet,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,0.12,0,0,Green,13,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250,1250,1250
82.25,Arabica,adam kline,El Salvador,NA,NA,atlantic specialty coffee,1,kg,288,NA,NA,Washed / Wet,Specialty Coffee Association,2012,"August 21st, 2012",Adam Kline,Other,Wet,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,0,2,0,Green,5,"August 21st, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
82.25,Arabica,sergio de la vequia bernardi,Mexico,chilcuatla,cafetalera la cuchilla,NA,1,kg,250,veracruz,SERGIO DE LA VEQUIA BERNARDI,Washed / Wet,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Wet,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,0.11,0,0,Green,0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
82.25,Arabica,organizaciones de productores de cafe colimense,Mexico,comunidad de canoas,productos organicos de canoas spr de rl,organizaciones de productores de cafe colimense sa de cv,1,kg,250,canoas,COOP,Washed / Wet,AMECAFE,2012,"April 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,0.1,0,0,Green,3,"April 2nd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,900,900,900
82.25,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,huila,NA,Washed / Wet,Almacafé,2012,"February 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Wet,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,0.12,0,0,Green,1,"February 21st, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750,1750,1750
82.25,Arabica,racafe & cia s.c.a,Colombia,NA,NA,c.i.racafe & cia s.c.a,70,kg,100,huila,La Plata,Washed / Wet,Almacafé,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Wet,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,0.11,0,0,Green,0,"February 8th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
82.25,Arabica,nucoffee,Brazil,caxambu,NA,nucoffee,60,kg,84,NA,Carmem Lucia Chaves de Brito,Natural / Dry,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Arusha,Dry,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,0.12,0,0,Green,1,"January 22nd, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,NA,NA,NA
82.17,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,dry mill,ipanema coffees,60,kg,320,south of minas,Ipanema Agricola,Natural / Dry,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Dry,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,0.11,0,1,Green,5,"August 16th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,934,934,934
82.17,Arabica,bismarck castro,Honduras,las cuchillas,dry mill,cigrah s.a de c.v,69,kg,200,comayagua,Nahun Maldonado,Washed / Wet,Instituto Hondureño del Café,2015,"June 9th, 2016",Bismarck Castro,Caturra,Wet,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,0.11,0,1,Bluish-Green,2,"June 9th, 2017",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500,1500,1500
82.17,Arabica,langiro farm group,"Tanzania, United Republic Of",langiro farm group,mbinga,tawoca,80,kg,30,ruvuma,Langiro farm group,Washed / Wet,Africa Fine Coffee Association,2015,"November 16th, 2015",Langiro Farm group,Bourbon,Wet,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,0.13,1,0,Green,6,"November 15th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1500,1800,1650
82.17,Arabica,ibero coffee trading co (t) ltd,"Tanzania, United Republic Of",NA,NA,ibero tanzania,60,kg,300,northern,NA,Washed / Wet,Tanzanian Coffee Board,2015/2016,"October 20th, 2015",IBERO COFFEE TRADING CO (T) LTD,Other,Wet,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,0.12,0,0,Green,1,"October 19th, 2016",Tanzanian Coffee Board,047484d5700c44f033915e632e0c6013d985cd79,127e651fc8b7c35802268599656f2c76bf041b15,m,1600,1600,1600
82.17,Arabica,ipanema coffees,Brazil,rio verde,ipanema comercial e exportadora sa,ipanema coffees,2,kg,320,south of minas,Ipanema Agrícola SA,Natural / Dry,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Dry,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,0,0,0,Green,1,"October 7th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1,1,1
82.17,Arabica,doi tung development project,Thailand,NA,NA,doi tung development project,1,kg,1,thailand,Doi Tung Development Project,Washed / Wet,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,NA,Wet,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,0.12,0,0,Bluish-Green,0,"June 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
82.17,Arabica,cadexsa,Honduras,bethel,cadexsa,cadexsa,1,kg,275,marcala,Omar Acosta,Washed / Wet,Instituto Hondureño del Café,2015,"April 15th, 2015",CADEXSA,Catuai,Wet,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,0.11,0,0,Green,2,"April 14th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
