total_cup_points,species,country_of_origin,farm_name,mill,company,bag_weight_raw,bag_weight_unit,number_of_bags,region,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance
83,Arabica,Colombia,NA,neiva,carcafe ltda,70,kg,250,pitalito,2013,"April 26th, 2013",CARCAFE LTDA CI,Caturra,Dry,7.58,7.75,7.42,7.67,7.58,7.42
83,Arabica,Colombia,NA,NA,c.i.racafe & cia s.c.a,70,kg,275,huila,2012,"October 23rd, 2012",Racafe & Cia S.C.A,Caturra,Wet,7.5,7.5,7.42,7.58,7.75,7.58
83,Arabica,Mexico,vegas,"coatepec, ver",NA,1,kg,15,coatepec,2012,"July 26th, 2012",ROSA AURORA FALCON FERNANDEZ,Typica,Wet,7.67,7.58,7.42,7.5,7.67,7.58
83,Arabica,Mexico,finca la estancia,"atoyac de alvarez, guerrero",finca la estancia,1,kg,20,atoyac de alvarez,2012,"July 26th, 2012",SANTIAGO SOLIS AYERDI,Typica,Semi-washed,7.67,7.83,7.5,7.58,7.58,7.67
83,Arabica,Mexico,las lomas,NA,ecomtrading,1,kg,250,coatepec,2012,"July 11th, 2012",ALFREDO BOJALIL,Bourbon,Wet,7.5,7.67,7.5,7.5,7.58,7.58
83,Arabica,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,NA,2012,"May 22nd, 2012",Exportadora de Cafe Condor S.A,Arusha,Dry,7.67,7.58,7.5,7.5,7.75,7.5
83,Arabica,Colombia,various,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,huila,2012,"May 11th, 2012",Exportadora de Cafe Condor S.A,Caturra,Wet,7.75,7.58,7.5,7.67,7.83,7.75
83,Arabica,Colombia,NA,trilladora bonanza - armenia quindioa,exportadora de cafe condor s.a,70,kg,250,huila,2012,"June 8th, 2012",Exportadora de Cafe Condor S.A,Caturra,Wet,7.67,7.58,7.58,7.58,7.67,7.42
83,Arabica,Guatemala,la igualdad,beneficio la igualdad,"nuevos mercados, s.a.",1,kg,275,"la reforma, san marcos",2012,"April 27th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.67,7.5,7.67,7.5,7.83
83,Arabica,Colombia,NA,NA,c.i.racafe & cia s.c.a,1,kg,121,la plata,2011,"December 2nd, 2011",Racafe & Cia S.C.A,Caturra,Wet,7.67,7.67,7.58,7.5,7.67,7.42
82.92,Arabica,Brazil,fazenda capoeirnha,dry mill,ipanema coffees,60,kg,320,south of minas,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Dry,7.67,7.58,7.5,7.58,7.58,7.5
82.92,Arabica,El Salvador,santa josefita,beneficio cuzcachapa,soc. coop. cuzcachapa de r.l.,69,kg,100,apaneca,2017,"August 28th, 2017",Consejo Salvadoreño del Café,Bourbon,Wet,7.5,7.5,7.75,7.58,7.92,7.83
82.92,Arabica,Colombia,NA,bogota,racafe & cia s.c.a,70,kg,129,guayata,2017,"July 7th, 2017",Racafe & Cia S.C.A,Caturra,Wet,7.58,7.67,7.5,7.33,7.67,7.58
82.92,Arabica,Taiwan,shi fang yuan 十方源,shi fang yuan 十方源,taiwan coffee laboratory,20,kg,10,"dongshan dist., tainan city 臺南市東山區",2016,"June 28th, 2016","Lin, Che-Hao Krude 林哲豪",Caturra,Dry,7.17,7.83,7.25,7.67,7.67,7.58
82.92,Arabica,Ethiopia,-,NA,belayneh kindie,60,kg,250,"blida,kercha,guji,oromia",2016,"February 26th, 2016",CQI Taiwan ICP CQI台灣合作夥伴,Ethiopian Heirlooms,Wet,7.58,7.58,7.5,7.5,7.58,7.58
82.92,Arabica,Taiwan,佐佑品咖啡莊園,誼鎂有限公司,宸嶧國際,2,kg,11,台東太麻里,2014,"September 7th, 2015",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Dry,7.5,7.58,7.67,7.33,7.5,7.75
82.92,Arabica,Philippines,kalugmanan agri development corp.,kalugmanan agri development corp.,hineleban foundation,2,kg,250,"bukidnon, mindanao, philppines",2015,"July 31st, 2015",Renee A. Perrine,Other,Wet,7.58,7.58,7.67,7.58,7.5,7.5
82.92,Arabica,Philippines,"several, bukidnon, mindanao, philippines",ephemera traders,ephemera traders,2,kg,4,asia pacific,2014,"July 21st, 2015",Zarah Zamora Perez,Other,Wet,8.08,7.5,7.67,7.42,7.33,7.5
82.92,Arabica,Mexico,pinzoneno,la yerba,productos y servicios chilindron s.a. de c.v.,2,kg,11,cuarenteño,2015,"July 14th, 2015",PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Dry,7.83,7.67,7.25,7.58,7.5,7.5
82.92,Arabica,Mexico,fiech (mixed producers),n/a,"tony's coffee and teas, inc.",2,kg,275,chiapas,2015,"June 11th, 2015",Andrew Bowman,Bourbon,Wet,7.75,7.67,7.42,7.42,7.75,7.5
82.92,Arabica,Brazil,fazenda pantano,NA,expocaccer,2,kg,300,cerrado,2014/2015,"August 15th, 2014",Expocaccer Coop dos Cafeic do Cerrado Ltda,Moka Peaberry,Semi-washed,7.08,7.5,7.5,7.83,7.75,7.67
82.92,Arabica,Uganda,sipi organic coffee project,kawacom,kawacom uganda ltd,60,kg,1,eastern,2013,"June 27th, 2014",Kawacom Uganda LTD,SL14,Wet,8,7.5,7.5,7.58,7.33,7.42
82.92,Arabica,Uganda,nyapea coffee farmers,nyapea,nyapea coffee farmers association,60,kg,1,west nile,2013,"June 27th, 2014",Nyapea coffee farmers association,SL14,Wet,7.75,7.58,7.58,7.5,7.5,7.5
82.92,Arabica,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",69,kg,250,antigua,2014,"April 3rd, 2014",Juan Luis Alvarado Romero,Bourbon,Wet,7.75,7.5,7.42,7.58,7.67,7.5
82.92,Arabica,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",69,kg,26,antigua,2014,"March 7th, 2014",Juan Luis Alvarado Romero,Caturra,Dry,7.67,7.83,7.42,7.5,7.33,7.5
82.92,Arabica,Guatemala,NA,NA,thrive farmers,2,kg,1,NA,2012,"December 27th, 2013",Rob Tuttle,NA,Wet,7.58,7.58,7.25,7.58,7.58,7.58
82.92,Arabica,Colombia,NA,NA,racafe & cia s.c.a,70,kg,250,huila,2013,"September 13th, 2013",Racafe & Cia S.C.A,Caturra,Wet,7.58,7.5,7.75,7.33,7.58,7.58
82.92,Arabica,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,huila,2013,"March 20th, 2013",Exportadora de Cafe Condor S.A,Caturra,Dry,7.75,7.5,7.25,7.5,7.75,7.5
82.92,Arabica,Guatemala,finca los cerros y anexos,beneficio exportacafe agua santa,exportcafe,69,kg,250,huehuetenango,2013,"March 11th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.83,7.75,7.25,7.92,7.5,7.17
82.92,Arabica,Colombia,NA,trilladora europa,olam international ltd,70,kg,250,antioquia,2013,"January 22nd, 2013",Olam Agro Colombia,Other,Wet,7.83,7.67,7.42,7.42,7.5,7.58
82.92,Arabica,Mexico,el regalito,el regalito,NA,1,kg,15,petatlan,2012,"July 26th, 2012",MARIA GUADALUPE GOMEZ ANZO,Typica,Dry,7.58,7.58,7.33,7.25,7.58,7.75
82.92,Arabica,Vietnam,"apollo co., ltd.","apollo co., ltd.",royal base corporation,2,kg,1,don duong,2012,"July 20th, 2012",Royal Base Corporation,Other,Dry,7.67,7.33,7.17,7.58,8.08,7.42
82.92,Arabica,Mexico,el jabali,comunidad la cumbre,union de ejidos san fernando de ri,1,kg,100,la cumbre,2012,"March 5th, 2012",VERONICA LOPEZ CASTILLEJOS,Typica,Wet,8,7.92,7.67,7.17,7.67,7.42
82.92,Arabica,United States (Hawaii),NA,NA,cqi,100,lbs,8,kona,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Wet,7.5,7.5,7.5,7.42,7.67,7.83
82.83,Arabica,Kenya,jungle estate,nkg mills,keremara limited,50,kg,27,nyeri,2017,"October 13th, 2017",Jungle Estate,SL28,Wet,7.75,7.58,7.42,7.58,7.5,7.5
82.83,Arabica,Guatemala,piamonte,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,san marcos,2017,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.58,7.33,7.67,7.58,7.58
82.83,Arabica,Brazil,capoeirinha,dry mill,ipanema coffees,60,kg,320,south of minas,2015,"February 6th, 2017",Ipanema Coffees,Yellow Bourbon,Other,7.67,7.58,7.58,7.5,7.5,7.42
82.83,Arabica,El Salvador,el barbaro,santa adelaida,consejo salvadoreño del café,69,kg,275,"el balsamo, quezaltepec",2016,"April 8th, 2016",Consejo Salvadoreño del Café,Pacas,Wet,7.33,7.67,7.67,7.83,7.33,7.67
82.83,Arabica,Rwanda,gicumbi,coffee business center (cbc) dry mill,bufcoffee ltd,60,kg,150,gicumbi,2015,"March 25th, 2016",Samuel Muhirwa,Bourbon,Wet,7.83,7.92,7.75,7.83,7.75,7.75
82.83,Arabica,Vietnam,apollo estate,apollo estate,"sunvirtue co., ltd.",2,kg,3,vietnam tutra,2014,"January 19th, 2016","Sunvirtue Co., Ltd.",Other,Other,7.25,7.58,7.5,7.42,7.75,7.42
82.83,Arabica,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",69,kg,80,oriente,2015,"July 20th, 2015",Juan Luis Alvarado Romero,Bourbon,Wet,7.58,7.58,7.33,7.67,7.67,7.5
82.83,Arabica,Brazil,santa fé 2,via seca,cafebras comercio de cafés do brasil sa,60,kg,300,cerrado,2015,"May 26th, 2015",Cafebras,Catuai,Dry,7.58,7.83,7.33,7.67,7.42,7.33
82.83,Arabica,Colombia,NA,NA,essence coffee,24,kg,100,huila,2014,"March 21st, 2015",EssenceCoffee,Other,Wet,7.83,7.67,7.5,7.58,7.5,7.67
82.83,Arabica,United States,"kampung keling, jumaraj, gurusinga, gongsol",pt. olam indonesia,olam specialty coffee,60,kg,300,berastagi,2014,"February 20th, 2015",Joshua Marsceau,Other,Other,7.42,7.58,7.25,7.5,7.75,7.75
82.83,Arabica,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",69,kg,250,antigua,2014,"March 24th, 2014",Juan Luis Alvarado Romero,Bourbon,Wet,7.67,7.67,7.75,7.67,7.42,7.17
82.83,Arabica,Colombia,NA,trilladora picaleña,"coffeebythebag.com , inc.",1,kg,40,santander,2013,"January 20th, 2014","Coffeebythebag.com , INC",Typica,Dry,7.5,7.42,7.58,7.5,7.58,7.58
82.83,Arabica,Colombia,NA,NA,racafe & cia s.c.a,70,kg,125,huila,2013,"May 10th, 2013",Racafe & Cia S.C.A,Caturra,Wet,7.83,7.5,7.5,7.42,7.5,7.5
82.83,Arabica,"Tanzania, United Republic Of",burka coffee estate,rafiki (coffee) limited,tcb,2,kg,300,arusha,2012,"April 19th, 2013",Edwin Agasso,Arusha,Wet,7.67,7.5,7.33,7.25,7.58,7.75
82.83,Arabica,Mexico,NA,finca custepec,beneficio custepec s.a. de c.v.,1,kg,250,la concordia,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Wet,7.58,7.67,7.5,7.58,7.5,7.5
82.83,Arabica,Mexico,santa rosa,NA,ecomtrading,1,kg,250,veracruz,2012,"July 11th, 2012",ALFREDO BOJALIL,Bourbon,Wet,7.67,7.58,7.42,7.75,7.42,7.42
82.83,Arabica,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.67,7.67,7.33,7.5,7.33,7.92
82.83,Arabica,Mexico,finca nueva linda,agroindustrias unidas de mexico,ecomtrading,1,kg,250,la concordia,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Wet,7.58,7.58,7.5,7.42,7.67,7.58
82.75,Arabica,Guatemala,providencia,beneficio 2000,inmobiliaria e inversiones dos mil s.a.,69,kg,275,santa rosa,NA,"January 9th, 2018",Juan Luis Alvarado Romero,Caturra,Wet,7.5,7.58,7.42,7.67,7.58,7.5
82.75,Arabica,Guatemala,linda vista,linda vista,mercon guatemala s.a.,69,kg,275,santa rosa,2017,"October 17th, 2017",Juan Luis Alvarado Romero,Caturra,Wet,7.58,7.67,7.5,7.58,7.5,7.42
82.75,Arabica,Guatemala,las merceditas,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,san marcos,2017,"September 19th, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.67,7.17,7.67,7.67,7.58
82.75,Arabica,Guatemala,las delicias,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,santa rosa,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.5,7.42,7.58,7.67,7.5
82.75,Arabica,Guatemala,la esmeralda,beneficio ixchel,"unex guatemala, s.a.",69,kg,25,oriente,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.42,7.58,7.42,7.67,7.5,7.5
82.75,Arabica,Indonesia,various,sapan toraja,pt. shriya artha nusantara,1,kg,2,sapan toraja,2017,"August 8th, 2017",SanJava Coffee,Sulawesi,Other,7.5,7.58,7.42,7.58,7.58,7.5
82.75,Arabica,Guatemala,la esmeralda,beneficio ixchel,"unex guatemala, s.a.",69,kg,25,el progreso,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.58,7.58,7.33,7.58,7.33,7.67
82.75,Arabica,Taiwan,大鋤花間 (hoe vs. flower coffee farm),大鋤花間 (hoe vs. flower coffee farm),taiwan coffee laboratory,10,kg,8,"台南市東山區( dongshan dist., tainan city)",2016,"June 1st, 2017","Lin, Che-Hao Krude 林哲豪",Yellow Bourbon,Dry,7.83,7.67,7.33,7.67,7.58,7.67
82.75,Arabica,El Salvador,la montaña,soc. coop. de caf. de ciudad barrios de r.l.,soc. coop. de caf. de ciudad barrios de r.l.,69,kg,275,cacahuatique,2017,"May 8th, 2017",Consejo Salvadoreño del Café,Bourbon,Wet,7.67,7.67,7.17,7.33,7.58,7.67
82.75,Arabica,Costa Rica,gamboa,beneficio montañas del diamante,"ceca,s.a.",69,kg,250,tarrazu,2016,"April 28th, 2017","CECA, S.A.",Caturra,Wet,7.58,7.5,7.42,7.67,7.42,7.5
82.75,Arabica,Honduras,los hicaques,cigrah s.a de c.v.,cigrah s.a de c.v,69,kg,275,comayagua,2017,"April 6th, 2017",Bismarck Castro,Caturra,Dry,7.58,7.5,7.42,7.58,7.5,7.5
82.75,Arabica,Brazil,capoeirinha,dry mill,ipanema coffees,60,kg,320,south of minas,2015,"April 25th, 2016",Ipanema Coffees,Yellow Bourbon,Other,7.5,7.5,7.58,7.5,7.58,7.58
82.75,Arabica,China,man ganna estate,"puwen lvyou coffee co.,ltd",yunnan coffee exchange,60,kg,3,yunnan,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Dry,7.67,7.5,7.33,7.33,7.67,7.67
82.75,Arabica,China,pu'er lingdu yunlin coffee co.ltd,pu'er lingdu yunlin coffee co.ltd mill,yunnan coffee exchange,60,kg,3,menglian,2015,"April 5th, 2016",Yunnan Coffee Exchange,Catimor,Wet,7.5,7.67,7.42,7.67,7.5,7.5
82.75,Arabica,Colombia,NA,NA,racafe & cia s.c.a,70,kg,250,huila,2014,"November 7th, 2014",Racafe & Cia S.C.A,Caturra,Wet,7.5,7.58,7.58,7.75,7.33,7.5
82.75,Arabica,Malawi,msese,mzuzu coffee coop union,mzuzu coffee planters coop union,60,kg,29,mzuzu,2014,"November 4th, 2014",AFCA,Gesha,Wet,7.75,7.58,7.42,7.5,7.33,7.5
82.75,Arabica,Guatemala,el morito,el morito,"armajaro guatemala, s. a.",69,kg,250,jalapa,2014,"June 16th, 2014",Juan Luis Alvarado Romero,Pacas,Wet,7.75,7.42,7.25,7.75,7.5,7.67
82.75,Arabica,Colombia,NA,trilladora mercedes,coffee export,1,kg,275,huila,2014,"May 27th, 2014",Coffee Export,Typica,Wet,7.67,7.42,7.42,7.58,7.33,7.67
82.75,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,80,lbs,10,kona,2013,"February 5th, 2014",Eileen Koyanagi,Hawaiian Kona,Dry,7.67,7.58,7.42,7.83,7.33,7.5
82.75,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,6,kona,2013,"February 4th, 2014",Eileen Koyanagi,Hawaiian Kona,Dry,7.58,7.83,7.75,7.75,7.42,8
82.75,Arabica,Colombia,several,antioquia,the coffee source inc.,1,kg,250,antioquia,2013,"January 21st, 2014",The Coffee Source Inc.,Caturra,Wet,7.58,7.33,7.17,7.33,7.25,8.58
82.75,Arabica,Mexico,san lorenzo,algel de albino de corzo,cesmach s.c.,1,kg,32,chiapas,2013,"March 29th, 2013",NESTOR MENDEZ GOMEZ,Typica,Wet,7.58,7.58,7.5,7.5,7.5,7.5
82.75,Arabica,Mexico,tlamatoca,cafetalera la cuchilla,NA,1,kg,250,veracruz,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Wet,7.58,7.58,7.33,7.75,7.25,7.58
82.75,Arabica,Mexico,NA,NA,cafe shunuc,1,kg,21,atoyac de alvarez,2012,"June 6th, 2012",ROMULO BELLO FLORES,Typica,Dry,8.08,8.17,8,8,7.83,7.92
82.75,Arabica,Colombia,supply chain ecom cca s.a.,south huila,ecom cca s.a.,70,kg,250,south huila,2012,"April 11th, 2012",NA,Caturra,Wet,7.5,7.58,7.42,7.67,7.5,7.58
82.75,Arabica,Colombia,NA,NA,c.i.racafe & cia s.c.a,70,kg,100,huila,2012,"March 5th, 2012",Racafe & Cia S.C.A,Caturra,Wet,7.67,7.58,7.58,7.58,7.5,7.42
82.75,Arabica,United States (Hawaii),NA,NA,cqi,100,lbs,6,kona,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Wet,7.25,7.75,7.5,7.83,7.67,7.67
82.75,Arabica,Panama,hacienda la esmeralda,hacienda la esmeralda,hacienda la esmeralda,2,kg,300,boquete,2012,"February 23rd, 2012",Rachel Peterson,Catuai,Wet,7.42,7.42,7.5,7.58,7.5,7.75
82.67,Arabica,Brazil,capoeirinha,dry mill,ipanema coffees,60,kg,320,south of minas,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Dry,7.5,7.58,7.25,7.75,7.58,7.5
82.67,Arabica,Brazil,capoeirinha,dry mill,ipanema coffees,60,kg,320,south of minas,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Dry,7.5,7.58,7.5,7.67,7.5,7.42
82.67,Arabica,Laos,savan coffee bean,non,宸嶧國際,50,kg,60,"paksong,laos",2015,"June 2nd, 2016",CQI Taiwan ICP CQI台灣合作夥伴,Catimor,Wet,7.67,7.67,7.42,7.42,7.42,7.5
82.67,Arabica,El Salvador,el barbaro,santa adelaida,consejo salvadoreño del café,69,kg,275,"el balsamo, quezaltepec",2016,"March 29th, 2016",Consejo Salvadoreño del Café,Pacas,Wet,7.67,7.67,7.67,7.67,7.5,7.67
82.67,Arabica,Colombia,NA,NA,federacion nacional de cafeteros,2,kg,1,huila,2015,"November 3rd, 2015",Federacion Nacional de Cafeteros,NA,Wet,7.75,7.5,7.33,7.58,7.33,7.75
82.67,Arabica,Brazil,rio verde,ipanema comercial e exportadora sa,ipanema coffees,2,kg,320,south of minas,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Dry,7.58,7.5,7.42,7.67,7.5,7.5
82.67,Arabica,Brazil,santa maria,NA,bourbon specialty coffees,60,kg,300,monte carmelo,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Catuai,Dry,7.33,7.5,7.58,7.58,7.67,7.5
82.67,Arabica,"Tanzania, United Republic Of",nitin,nitin coffee estate,nitin coffee estate,60,kg,93,karatu arusha,2014,"December 18th, 2014",Nitin Coffee Estate,Other,Wet,7.5,7.5,7.5,7.5,7.5,7.58
82.67,Arabica,"Tanzania, United Republic Of",ampcg,taylor winch (t) ltd,taylor winch (t) ltd,60,kg,77,mbinga,2014,"December 15th, 2014",Taylor Winch (T) Ltd,Bourbon,Wet,7.58,7.5,7.5,7.58,7.33,7.58
82.67,Arabica,Taiwan,伊娜咖啡莊園,伊娜咖啡莊園,宸嶧國際,60,kg,10,嘉義阿里山,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,8,7.83,7.83,7.42,7.25,7.25
82.67,Arabica,Mexico,los llanitos,la yerba,productos y servicios chilindron s.a. de c.v.,1,kg,11,la yerba,2014,"August 15th, 2014",PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Dry,7.67,7.58,7.42,7.5,7.42,7.5
82.67,Arabica,Uganda,bugisu shamba,kawacom,afca,60,kg,1,mt elgon,2013,"June 25th, 2014",Kawacom Uganda LTD,SL14,Wet,7.67,7.5,7.33,7.67,7.5,7.5
82.67,Arabica,Taiwan,zhuo wu shan coffee 卓武山咖啡農場,zhuo wu shan coffee 卓武山咖啡農場,blossom valley宸嶧國際,30,kg,10,chiayi alishan 嘉義縣阿里山鄉,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,7.67,7.5,7.5,7.5,7.5,7.5
82.67,Arabica,Thailand,m10,m10,"coffeas co., ltd",60,kg,300,phahi,2013,"September 3rd, 2013",松澤宏樹 Koju Matsuzawa,Caturra,Wet,7.42,7.5,7.5,7.67,7.58,7.5
82.67,Arabica,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,huila,2012,"January 22nd, 2013",Exportadora de Cafe Condor S.A,Caturra,Wet,7.75,7.58,7.67,7.25,7.58,7.42
82.67,Arabica,El Salvador,NA,NA,atlantic specialty coffee,1,kg,288,NA,2012,"August 17th, 2012",Adam Kline,Other,Wet,7.92,8,7.5,6.75,7.92,7.58
82.67,Arabica,Guatemala,finca medina,NA,finca medina,69,kg,275,antigua,2012,"July 17th, 2012",Juan Luis Alvarado Romero,Caturra,Wet,7.67,7.67,7.17,7.67,7.5,7.5
82.67,Arabica,Thailand,doi tung development project,doi tung development project,mae fah luang foundation,1,kg,2,thailand,2012,"June 13th, 2012",Doi Tung Development Project,Other,Wet,7.83,7.33,7.83,7.33,7.58,7.83
82.67,Arabica,Mexico,finca monte grande,NA,cafe montegrande,1,kg,36,NA,2012,"June 6th, 2012",MONTEGRANDE,Other,Wet,7.58,7.58,7.42,7.58,7.42,7.5
82.67,Arabica,Mexico,finca castillos,NA,grupo cafetalero los brujos,1,kg,23,mahuixtlan,2012,"June 6th, 2012",GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Typica,Wet,7.5,7.58,7.58,7.58,7.42,7.42
82.58,Arabica,Guatemala,la esmeralda,beneficio ixchel,"unex guatemala, s.a.",69,kg,25,oriente,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.42,7.42,7.75,7.5,7.5
82.58,Arabica,Taiwan,林園咖啡 lin yuan coffee,林園咖啡 lin yuan coffee,taiwan coffee laboratory,5,kg,6,國姓鄉 guoshing township,2016,"August 22nd, 2017","Lin, Che-Hao Krude 林哲豪",Typica,Other,7.67,7.42,7.5,7.42,7.58,7.5
82.58,Arabica,Brazil,NA,copag armazéns gerais ltda.,volcafe ltda.,59,kg,198,south of minas,2016,"April 19th, 2017",Gabriel Barbara,NA,Other,7.5,7.58,7.42,7.5,7.75,7.33
82.58,Arabica,Indonesia,small holders farmer,sarimakmur,pt. sari makmur tunggal mandiri,2,kg,150,aceh,2015,"September 15th, 2015",Andry Simarmata,Typica,Semi-washed,7.83,7.58,7.42,7.33,7.42,7.5
82.58,Arabica,Thailand,NA,NA,doi tung development project,1,kg,1,thailand,2014,"June 9th, 2015",Doi Tung Development Project,NA,Wet,7.75,7.33,7.42,7.67,7.42,7.5
82.58,Arabica,Thailand,NA,NA,"coffeas co., ltd",20,kg,50,chiangrai,2014,"February 15th, 2015",松澤宏樹 Koju Matsuzawa,Caturra,Wet,7.42,7.58,7.58,7.42,7.58,7.5
82.58,Arabica,"Tanzania, United Republic Of",lubanda amcos,tembo coffee company ltd,tembo coffee company ltd,60,kg,10,ikand village,2014,"December 12th, 2014",Tembo Coffee Company Ltd,Other,Wet,7.75,7.42,7.33,7.5,7.58,7.5
82.58,Arabica,Uganda,mt.elgon sipi falls cheema,kawacom,kawacom uganda ltd,60,kg,1,eastern,2013,"June 30th, 2014",Kawacom Uganda LTD,SL14,Dry,7.83,7.5,7.42,7.58,7.42,7.42
82.58,Arabica,Costa Rica,various,coricafe sa,coricafe s.a.,1,kg,250,central valley,2013,"May 9th, 2014",Eric Thormaehlen,Catuai,Wet,7.67,7.42,7.5,7.67,7,7.75
82.58,Arabica,Mexico,NA,NA,sustainable harvest,5,lbs,320,veracruz,2014,"April 18th, 2014",Dane Loraas,NA,Wet,7.58,7.58,7.42,7.75,7.67,7.67
82.58,Arabica,Guatemala,NA,NA,s&d coffee and tea,2,kg,1,NA,2012,"December 10th, 2013",Brent Hall,NA,Dry,7.5,7.58,7.42,7.58,7.42,7.58
82.58,Arabica,Colombia,various,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,huila,2013,"April 16th, 2013",Exportadora de Cafe Condor S.A,Caturra,Wet,7.75,7.25,7.33,7.42,7.5,7.83
82.58,Arabica,Colombia,various,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,huila,2012,"October 9th, 2012",Exportadora de Cafe Condor S.A,Caturra,Wet,7.75,7.5,7.75,7.25,7.33,7.58
82.58,Arabica,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,huila,2013,"February 27th, 2013",Exportadora de Cafe Condor S.A,Caturra,Wet,7.58,7.5,7.42,7.58,7.67,7.42
82.58,Arabica,Mexico,jamaica,cuauhtemoc 321 col. trinidad de las huertas,NA,1,kg,50,oaxaca,2012,"September 4th, 2012",GUILLERMO ROJAS SALDANA,Typica,Wet,7.5,7.58,7.5,7.5,7.42,7.5
82.58,Arabica,Mexico,la timbuchera; el ocotito y la hortaliza,beneficio cafetaleros del arrayanal,organizaciones de productores de cafe colimense sa de cv,1,kg,70,colima,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Wet,7.67,7.58,7.58,7.75,7.67,6.83
82.58,Arabica,Colombia,NA,NA,c.i.racafe & cia s.c.a,70,kg,275,huila,2012,"June 13th, 2012",Racafe & Cia S.C.A,Caturra,Wet,7.33,7.42,7.58,7.42,7.67,7.5
82.5,Arabica,Brazil,fazenda capoeirnha,dry mill,ipanema coffees,60,kg,320,south of minas,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Dry,7.5,7.5,7.5,7.5,7.58,7.5
82.5,Arabica,Indonesia,various,dry hull,pt. shriya artha nusantara,1,kg,2,bali,2017,"September 4th, 2017",SanJava Coffee,Other,Wet,7.83,7.75,7.25,7.5,7.42,7.33
82.5,Arabica,Honduras,las cuchillas,cigrah s.a de c.v.,cigrah,69,kg,275,comayagua,2017,"June 3rd, 2017",Elsy Reyes,Caturra,Wet,7.58,7.58,7.33,7.5,7.5,7.5
82.5,Arabica,Guatemala,la esperanza,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,oriente,2016,"March 16th, 2016",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.5,7.33,7.5,7.67,7.5
82.5,Arabica,Thailand,NA,NA,doi tung development project,1,kg,1,thailand,2014,"June 9th, 2015",Doi Tung Development Project,NA,Wet,7.5,7.83,7.5,7.75,7.33,7.42
